"","P.onset","P.onset_low.risk","P.onset_age","RR.onset_sex","P.sympt.diag_LGBC","P.sympt.diag_A_HGBC","P.sympt.diag_B_HGBC","P.sympt.diag_Age80_HGBC","shape.t.StI.StII","shape.t.StII.StIII","shape.t.StIII.StIV","P.LGtoHGBC"
"1",8.03128e-05,0.1567613544,0.8036115832,1.4897581184,0.0265733288,0.0224127784,0.846436396,0.701775244,1.0738284096,0.8549836624,1.1333979424,0.00384
"2",9.03519e-05,0.1763565237,1,1.6759778832,0.0298949949,0.0252143757,1.01,0.7894971495,1.2080569608,1.001,1.2750726852,0.00432
"3",8.9247486538898e-05,0.176804867070579,1,1.6285423546691,0.0315472865032688,0.031652096420053,1.01,0.776500828599758,1.19073203423317,1.001,1.20892394978316,0.00427775754586849
"4",8.7767149808983e-05,0.176211405495422,1,1.58545544748899,0.0322406578713432,0.0364530225580773,1.02723165877092,0.788902290423141,1.15809314974693,1.001,1.17943647568032,0.00428041842626425
"5",8.90971651058815e-05,0.180650878171442,1,1.53608469676542,0.0330121037705802,0.0422212459872538,1.02458833236813,0.78507283763639,1.15649215336419,1.001,1.15200901577546,0.00443669936436501
"6",8.95271313521559e-05,0.179381069834732,1,1.50196326580444,0.0341288239489333,0.0466437812956363,1.05796519553665,0.811194754163439,1.15427910407416,1.001,1.12081959006594,0.00447440384538747
"7",8.95271313521559e-05,0.179381069834732,1,1.50196326580444,0.0341288239489333,0.0466437812956363,1.05796519553665,0.811194754163439,1.15427910407416,1.001,1.12081959006594,0.00447440384538747
"8",9.13690082092142e-05,0.180854883969574,1,1.50042888547656,0.0360407082982719,0.050670972225127,1.02331932638177,0.812766000957183,1.12143819348516,1.001,1.09447981979028,0.00448291598234637
"9",9.2533318413972e-05,0.17949621052446,1,1.4523930416081,0.0368423011270515,0.055553696192301,1.03381354374506,0.825446668263005,1.09938849937408,1.001,1.0536625885721,0.00464383845051824
"10",9.41142908272125e-05,0.181953530881574,1,1.44626477459374,0.037846065496892,0.0590714540854632,1.01181107534688,0.850443078369216,1.08474780040931,1.001,1.04367828872997,0.00471399064754376
"11",9.41142908272125e-05,0.181953530881574,1,1.44626477459374,0.037846065496892,0.0590714540854632,1.01181107534688,0.850443078369216,1.08474780040931,1.001,1.04367828872997,0.00471399064754376
"12",9.62896186452674e-05,0.18517872521014,1,1.39788986606221,0.0380413353315829,0.0613003284925971,1.01027098220167,0.832219093426437,1.10375931641791,1.001,1.00358724747552,0.00466982182344685
"13",9.62896186452674e-05,0.18517872521014,1,1.39788986606221,0.0380413353315829,0.0613003284925971,1.01027098220167,0.832219093426437,1.10375931641791,1.001,1.00358724747552,0.00466982182344685
"14",9.62896186452674e-05,0.18517872521014,1,1.39788986606221,0.0380413353315829,0.0613003284925971,1.01027098220167,0.832219093426437,1.10375931641791,1.001,1.00358724747552,0.00466982182344685
"15",9.62896186452674e-05,0.18517872521014,1,1.39788986606221,0.0380413353315829,0.0613003284925971,1.01027098220167,0.832219093426437,1.10375931641791,1.001,1.00358724747552,0.00466982182344685
"16",9.8096357036278e-05,0.184717647740378,1,1.32539581923848,0.0380395269933438,0.0635388192488261,1.02110209432367,0.839437917227927,1.06658590797961,1.001,1.001,0.00457641638518036
"17",9.86851675148266e-05,0.180159231805356,1,1.30233111670571,0.0380546800133451,0.0641625033320735,1.0395702838401,0.847235255543605,1.049824737628,1.001,1.001,0.00452099155329075
"18",9.74034771162479e-05,0.180642709834281,1,1.29472136936471,0.0386528345710493,0.0668491368453462,1.05817068114014,0.843846734138964,1.05360486941053,1.001,1.001,0.00460548770172295
"19",9.74034771162479e-05,0.180642709834281,1,1.29472136936471,0.0386528345710493,0.0668491368453462,1.05817068114014,0.843846734138964,1.05360486941053,1.001,1.001,0.00460548770172295
"20",9.74034771162479e-05,0.180642709834281,1,1.29472136936471,0.0386528345710493,0.0668491368453462,1.05817068114014,0.843846734138964,1.05360486941053,1.001,1.001,0.00460548770172295
"21",9.74034771162479e-05,0.180642709834281,1,1.29472136936471,0.0386528345710493,0.0668491368453462,1.05817068114014,0.843846734138964,1.05360486941053,1.001,1.001,0.00460548770172295
"22",9.71123328953875e-05,0.182054992301865,1,1.23550660590365,0.0377272662033665,0.0710417087228968,1.02088814573823,0.829764683522177,1.03879372742651,1.001,1.001,0.00457502586129406
"23",9.71123328953875e-05,0.182054992301865,1,1.23550660590365,0.0377272662033665,0.0710417087228968,1.02088814573823,0.829764683522177,1.03879372742651,1.001,1.001,0.00457502586129406
"24",9.71123328953875e-05,0.182054992301865,1,1.23550660590365,0.0377272662033665,0.0710417087228968,1.02088814573823,0.829764683522177,1.03879372742651,1.001,1.001,0.00457502586129406
"25",9.71123328953875e-05,0.182054992301865,1,1.23550660590365,0.0377272662033665,0.0710417087228968,1.02088814573823,0.829764683522177,1.03879372742651,1.001,1.001,0.00457502586129406
"26",9.69524119140744e-05,0.17774322661784,1,1.18975297069358,0.0391469652172883,0.0735106596133629,1.02972009160296,0.823772924268335,1.001,1.001,1.001,0.00445707153349263
"27",9.69610375974785e-05,0.175837598387925,1,1.18914750010392,0.039249343992487,0.0752353466396541,1.0151455261543,0.811348318478553,1.001,1.01818631342778,1.001,0.00431566460240946
"28",9.69610375974785e-05,0.175837598387925,1,1.18914750010392,0.039249343992487,0.0752353466396541,1.0151455261543,0.811348318478553,1.001,1.01818631342778,1.001,0.00431566460240946
"29",9.75475758582784e-05,0.177546568347989,1,1.19135348157794,0.0407398838167844,0.0764541978476063,1.03325383842139,0.83867231551272,1.00468333808219,1.001,1.001,0.00421255089962309
"30",9.75475758582784e-05,0.177546568347989,1,1.19135348157794,0.0407398838167844,0.0764541978476063,1.03325383842139,0.83867231551272,1.00468333808219,1.001,1.001,0.00421255089962309
"31",9.75475758582784e-05,0.177546568347989,1,1.19135348157794,0.0407398838167844,0.0764541978476063,1.03325383842139,0.83867231551272,1.00468333808219,1.001,1.001,0.00421255089962309
"32",9.90180653599863e-05,0.18514229893411,1,1.15204993913592,0.0401338788768558,0.0759311676186706,1.05542896257345,0.805559575026187,1.01091980701825,1.001,1.01900750544358,0.00411649253727761
"33",9.90180653599863e-05,0.18514229893411,1,1.15204993913592,0.0401338788768558,0.0759311676186706,1.05542896257345,0.805559575026187,1.01091980701825,1.001,1.01900750544358,0.00411649253727761
"34",9.90180653599863e-05,0.18514229893411,1,1.15204993913592,0.0401338788768558,0.0759311676186706,1.05542896257345,0.805559575026187,1.01091980701825,1.001,1.01900750544358,0.00411649253727761
"35",9.90180653599863e-05,0.18514229893411,1,1.15204993913592,0.0401338788768558,0.0759311676186706,1.05542896257345,0.805559575026187,1.01091980701825,1.001,1.01900750544358,0.00411649253727761
"36",9.77527880004737e-05,0.183970254757388,1,1.1722509738802,0.0408467468401577,0.0786106181274313,1.06314357076999,0.797049352140871,1.00350864948385,1.001,1.001,0.0041706059909459
"37",9.77527880004737e-05,0.183970254757388,1,1.1722509738802,0.0408467468401577,0.0786106181274313,1.06314357076999,0.797049352140871,1.00350864948385,1.001,1.001,0.0041706059909459
"38",9.77527880004737e-05,0.183970254757388,1,1.1722509738802,0.0408467468401577,0.0786106181274313,1.06314357076999,0.797049352140871,1.00350864948385,1.001,1.001,0.0041706059909459
"39",9.77527880004737e-05,0.183970254757388,1,1.1722509738802,0.0408467468401577,0.0786106181274313,1.06314357076999,0.797049352140871,1.00350864948385,1.001,1.001,0.0041706059909459
"40",9.37974271593982e-05,0.187499480701274,1,1.17398771159057,0.039959193146001,0.0793908012739373,1.080059915238,0.815713945005807,1.001,1.001,1.001,0.00424235502500809
"41",9.79731613864145e-05,0.181678309128663,1,1.16647963569081,0.0416346110162332,0.0793380101004033,1.07825428527469,0.795082351299884,1.001,1.001,1.001,0.00424708851438965
"42",9.79731613864145e-05,0.181678309128663,1,1.16647963569081,0.0416346110162332,0.0793380101004033,1.07825428527469,0.795082351299884,1.001,1.001,1.001,0.00424708851438965
"43",9.79731613864145e-05,0.181678309128663,1,1.16647963569081,0.0416346110162332,0.0793380101004033,1.07825428527469,0.795082351299884,1.001,1.001,1.001,0.00424708851438965
"44",9.66904973457264e-05,0.176409298670631,1,1.15598514661094,0.0420285312872777,0.0799509202075014,1.09905643407857,0.790197041954022,1.001,1.001,1.001,0.00431294539801314
"45",9.66904973457264e-05,0.176409298670631,1,1.15598514661094,0.0420285312872777,0.0799509202075014,1.09905643407857,0.790197041954022,1.001,1.001,1.001,0.00431294539801314
"46",9.47342568352833e-05,0.17652645470885,1,1.14418882413833,0.0421789887657236,0.0801096226763074,1.1078841470789,0.816419293735802,1.001,1.001,1.001,0.00440503486600968
"47",9.71647862323318e-05,0.180905501692548,1,1.15683871855466,0.0417668150453106,0.0821895130951996,1.13980164047125,0.827666879828903,1.001,1.001,1.001,0.00440483414230418
"48",9.58583067290392e-05,0.177898858795033,1,1.16534992346074,0.0429247004753034,0.0835561594103348,1.14806116060763,0.827861448644212,1.001,1.001,1.001,0.00434523522925371
"49",9.30002642534621e-05,0.184458810856745,1,1.1529339505997,0.0439069185893011,0.0858673218506103,1.13399869116695,0.831179307661865,1.001,1.001,1.001,0.00436562140234251
"50",9.16028595453736e-05,0.184693380981571,1,1.11777500677676,0.043717492033269,0.0855200551359431,1.10405019325099,0.833031833035633,1.001,1.001,1.001,0.00448310092965856
"51",8.96671900078588e-05,0.182757803282501,1,1.11073873225606,0.0425513956294996,0.0868153361488876,1.09565718403058,0.817361852398598,1.001,1.001,1.001,0.00443282846386472
"52",8.96671900078588e-05,0.182757803282501,1,1.11073873225606,0.0425513956294996,0.0868153361488876,1.09565718403058,0.817361852398598,1.001,1.001,1.001,0.00443282846386472
"53",8.96671900078588e-05,0.182757803282501,1,1.11073873225606,0.0425513956294996,0.0868153361488876,1.09565718403058,0.817361852398598,1.001,1.001,1.001,0.00443282846386472
"54",9.16055446540167e-05,0.183975465521834,1,1.15483543635598,0.0437686736595134,0.0877466678192066,1.12123332957351,0.816599322537192,1.001,1.001,1.00234612627934,0.00425368112406277
"55",9.07489517287863e-05,0.180958904203776,1,1.16361615467971,0.0431778204588448,0.0869945696598511,1.10763083740746,0.803212267786614,1.001,1.001,1.001,0.00434737538193554
"56",9.07489517287863e-05,0.180958904203776,1,1.16361615467971,0.0431778204588448,0.0869945696598511,1.10763083740746,0.803212267786614,1.001,1.001,1.001,0.00434737538193554
"57",9.41720976629732e-05,0.17654130798125,1,1.13320276604718,0.0425074064361719,0.0863126934335114,1.12665068331079,0.78778665820012,1.001,1.001,1.001,0.00436491292942858
"58",9.2838446508089e-05,0.176485454482319,1,1.12085305458497,0.0427026080579375,0.0861030450818521,1.12074502022889,0.789946507381126,1.001,1.001,1.001,0.00413718532488455
"59",9.39099874969092e-05,0.170234257252567,1,1.12805756388869,0.0424413602619169,0.086224376935873,1.11959439943821,0.794377901178892,1.001,1.001,1.001,0.00411401805851955
"60",9.01968099107745e-05,0.171562290317774,1,1.15523046550255,0.0430840748964439,0.0860962485292955,1.10872707291299,0.796870448645424,1.001,1.001,1.001,0.00415045943976059
"61",8.98848993610784e-05,0.167103887598548,1,1.14638257852443,0.0426552867528265,0.0859103268888949,1.10376113114121,0.804459801427736,1.001,1.001,1.001,0.00418787167034917
"62",8.98848993610784e-05,0.167103887598548,1,1.14638257852443,0.0426552867528265,0.0859103268888949,1.10376113114121,0.804459801427736,1.001,1.001,1.001,0.00418787167034917
"63",8.61558190219655e-05,0.167836713603948,1,1.12743162768076,0.0439701778731226,0.087091538045607,1.11808904006858,0.832536775831633,1.001,1.001,1.001,0.00415826359436262
"64",8.71167440067497e-05,0.165198561372695,1,1.0921317295539,0.0440554764490234,0.0858127169057042,1.10604049441726,0.820934537374365,1.001,1.001,1.001,0.00423414769923289
"65",8.44206086110003e-05,0.173121197962414,1,1.09288455666457,0.0458850817855055,0.0876329323366429,1.11475493468075,0.85239976091867,1.001,1.001,1.001,0.00431246572704076
"66",8.44206086110003e-05,0.173121197962414,1,1.09288455666457,0.0458850817855055,0.0876329323366429,1.11475493468075,0.85239976091867,1.001,1.001,1.001,0.00431246572704076
"67",8.60201089458172e-05,0.177455079462683,1,1.1268437418057,0.0461439252320505,0.0880151707745396,1.14660943808093,0.822873666249831,1.001,1.001,1.001,0.00422508532275429
"68",8.60201089458172e-05,0.177455079462683,1,1.1268437418057,0.0461439252320505,0.0880151707745396,1.14660943808093,0.822873666249831,1.001,1.001,1.001,0.00422508532275429
"69",8.60201089458172e-05,0.177455079462683,1,1.1268437418057,0.0461439252320505,0.0880151707745396,1.14660943808093,0.822873666249831,1.001,1.001,1.001,0.00422508532275429
"70",8.60201089458172e-05,0.177455079462683,1,1.1268437418057,0.0461439252320505,0.0880151707745396,1.14660943808093,0.822873666249831,1.001,1.001,1.001,0.00422508532275429
"71",8.60201089458172e-05,0.177455079462683,1,1.1268437418057,0.0461439252320505,0.0880151707745396,1.14660943808093,0.822873666249831,1.001,1.001,1.001,0.00422508532275429
"72",8.60201089458172e-05,0.177455079462683,1,1.1268437418057,0.0461439252320505,0.0880151707745396,1.14660943808093,0.822873666249831,1.001,1.001,1.001,0.00422508532275429
"73",8.50101934265498e-05,0.183431490042705,1,1.14359245641692,0.0468033150366687,0.0896484262010401,1.14247743966596,0.823419503725544,1.001,1.001,1.001,0.00421486643453994
"74",8.31490079592399e-05,0.187164911333994,1,1.12803849835593,0.0460090206522514,0.089584560677176,1.13563948525652,0.827982006539119,1.001,1.001,1.001,0.0042355214761977
"75",8.49323825873442e-05,0.18501344608966,1,1.1040187678658,0.0455531763531064,0.0892100548637181,1.13019460259772,0.826805439596485,1.001,1.001,1.001,0.0041854033287048
"76",8.49323825873442e-05,0.18501344608966,1,1.1040187678658,0.0455531763531064,0.0892100548637181,1.13019460259772,0.826805439596485,1.001,1.001,1.001,0.0041854033287048
"77",8.49323825873442e-05,0.18501344608966,1,1.1040187678658,0.0455531763531064,0.0892100548637181,1.13019460259772,0.826805439596485,1.001,1.001,1.001,0.0041854033287048
"78",8.49323825873442e-05,0.18501344608966,1,1.1040187678658,0.0455531763531064,0.0892100548637181,1.13019460259772,0.826805439596485,1.001,1.001,1.001,0.0041854033287048
"79",8.75629214999694e-05,0.1836654042548,1,1.11521903854698,0.0465872553777336,0.0903422946643801,1.07216382743189,0.822985990313825,1.01609884492095,1.00259054528855,1.00414882158957,0.00414149758045961
"80",8.57299603228592e-05,0.182714647286878,1,1.13415562104696,0.046797275259091,0.0908272567509721,1.06955351377681,0.827696545704871,1.001,1.0121148941021,1.02829836551723,0.00415323939083939
"81",8.57299603228592e-05,0.182714647286878,1,1.13415562104696,0.046797275259091,0.0908272567509721,1.06955351377681,0.827696545704871,1.001,1.0121148941021,1.02829836551723,0.00415323939083939
"82",8.57299603228592e-05,0.182714647286878,1,1.13415562104696,0.046797275259091,0.0908272567509721,1.06955351377681,0.827696545704871,1.001,1.0121148941021,1.02829836551723,0.00415323939083939
"83",8.52206464101372e-05,0.181478885464789,1,1.11523571247147,0.0472745352527019,0.0915701421348512,1.07392478655146,0.839418967216251,1.00571078333974,1.001,1.001,0.00432784620069718
"84",8.52206464101372e-05,0.181478885464789,1,1.11523571247147,0.0472745352527019,0.0915701421348512,1.07392478655146,0.839418967216251,1.00571078333974,1.001,1.001,0.00432784620069718
"85",8.52206464101372e-05,0.181478885464789,1,1.11523571247147,0.0472745352527019,0.0915701421348512,1.07392478655146,0.839418967216251,1.00571078333974,1.001,1.001,0.00432784620069718
"86",8.52206464101372e-05,0.181478885464789,1,1.11523571247147,0.0472745352527019,0.0915701421348512,1.07392478655146,0.839418967216251,1.00571078333974,1.001,1.001,0.00432784620069718
"87",8.57587228250793e-05,0.178310571401411,1,1.09887933219801,0.047288407754085,0.0919466062956371,1.10111279609127,0.838962219900237,1.001,1.02399268657465,1.001,0.00440426096549083
"88",8.29857293007846e-05,0.181478098868064,1,1.07903350476973,0.0470055980180822,0.0913007101537365,1.1073239005668,0.834959812889487,1.001,1.001,1.001,0.00444048259444057
"89",8.29857293007846e-05,0.181478098868064,1,1.07903350476973,0.0470055980180822,0.0913007101537365,1.1073239005668,0.834959812889487,1.001,1.001,1.001,0.00444048259444057
"90",8.21942649145629e-05,0.176965896585365,1,1.08193790100854,0.0453046358747639,0.0921492869507704,1.08871198990299,0.817385777356195,1.001,1.001,1.001,0.00439023550535743
"91",8.21942649145629e-05,0.176965896585365,1,1.08193790100854,0.0453046358747639,0.0921492869507704,1.08871198990299,0.817385777356195,1.001,1.001,1.001,0.00439023550535743
"92",8.27952794277722e-05,0.181307700642894,1,1.09721410624905,0.0461433895700492,0.0901576124243691,1.10780678488471,0.859398631490305,1.001,1.001,1.001,0.00437479544652327
"93",8.27952794277722e-05,0.181307700642894,1,1.09721410624905,0.0461433895700492,0.0901576124243691,1.10780678488471,0.859398631490305,1.001,1.001,1.001,0.00437479544652327
"94",8.27952794277722e-05,0.181307700642894,1,1.09721410624905,0.0461433895700492,0.0901576124243691,1.10780678488471,0.859398631490305,1.001,1.001,1.001,0.00437479544652327
"95",8.27952794277722e-05,0.181307700642894,1,1.09721410624905,0.0461433895700492,0.0901576124243691,1.10780678488471,0.859398631490305,1.001,1.001,1.001,0.00437479544652327
"96",8.09923241179467e-05,0.178012848877911,1,1.0752763523628,0.0449542106584009,0.0932958051370738,1.13450549738675,0.82830221282488,1.001,1.001,1.001,0.00431913941110969
"97",8.35009288367707e-05,0.178516923964402,1,1.06747483785308,0.0468193963948677,0.0926208151132713,1.1273936532815,0.812862370301998,1.001,1.001,1.001,0.00440013252472958
"98",8.35009288367707e-05,0.178516923964402,1,1.06747483785308,0.0468193963948677,0.0926208151132713,1.1273936532815,0.812862370301998,1.001,1.001,1.001,0.00440013252472958
"99",8.35009288367707e-05,0.178516923964402,1,1.06747483785308,0.0468193963948677,0.0926208151132713,1.1273936532815,0.812862370301998,1.001,1.001,1.001,0.00440013252472958
"100",8.41645819288404e-05,0.170349278594829,1,1.07899906164144,0.0459343162422718,0.0948971496762658,1.10409866719338,0.814016678760778,1.02752647973818,1.001,1.001,0.00427946658341209
"101",8.41645819288404e-05,0.170349278594829,1,1.07899906164144,0.0459343162422718,0.0948971496762658,1.10409866719338,0.814016678760778,1.02752647973818,1.001,1.001,0.00427946658341209
"102",8.45942723976506e-05,0.164816752124327,1,1.06392800632297,0.0458233649056397,0.0920816777805967,1.10327505153944,0.823697737206547,1.00970450506994,1.001,1.001,0.00426870728831868
"103",8.5977709957816e-05,0.165084870362391,1,1.06930116488772,0.0446218100675514,0.0915267075755899,1.12834491878287,0.828960316428263,1.001,1.001,1.001,0.00421081965096048
"104",8.75467174872809e-05,0.166288296609352,1,1.05091834340372,0.0455717179670529,0.0905657571172455,1.13808648483522,0.806246265007067,1.001,1.001,1.001,0.00413276353100929
"105",8.78376017658774e-05,0.169834087981102,1,1.05891142506906,0.0443631815525793,0.0892825801357054,1.12386662956787,0.818291837436019,1.001,1.001,1.001,0.00411360137841497
"106",8.95403455894874e-05,0.172768928095973,1,1.03373663330223,0.0440534566296544,0.0903653913502025,1.14988814314138,0.82219284709091,1.001,1.001,1.001,0.00414875689565928
"107",8.95403455894874e-05,0.172768928095973,1,1.03373663330223,0.0440534566296544,0.0903653913502025,1.14988814314138,0.82219284709091,1.001,1.001,1.001,0.00414875689565928
"108",8.95520829823516e-05,0.175962730332279,1,1.05072781080508,0.0440105565953007,0.0898997862312559,1.15596318441665,0.82362869699856,1.001,1.001,1.001,0.00421294003149087
"109",9.13565200327754e-05,0.175432255236201,1,1.05273238295561,0.0448081518645763,0.0906683077231445,1.12275578022088,0.828746961616494,1.001,1.001,1.001,0.00414193938660344
"110",9.13565200327754e-05,0.175432255236201,1,1.05273238295561,0.0448081518645763,0.0906683077231445,1.12275578022088,0.828746961616494,1.001,1.001,1.001,0.00414193938660344
"111",8.94675156403739e-05,0.175119830293732,1,1.06403953978022,0.0451057186718018,0.0902820095957222,1.07709811555473,0.818663113027307,1.001,1.001,1.001,0.00409658065767868
"112",8.94675156403739e-05,0.175119830293732,1,1.06403953978022,0.0451057186718018,0.0902820095957222,1.07709811555473,0.818663113027307,1.001,1.001,1.001,0.00409658065767868
"113",9.00717520246431e-05,0.177758438567176,1,1.05782996841879,0.0451847753901609,0.0909324379665821,1.09633212819171,0.796025961450352,1.001,1.001,1.001,0.00417509162429695
"114",9.04426659731625e-05,0.176064859622776,1,1.04842603854657,0.0455217333836277,0.0909367592680309,1.08214762489359,0.778565478705261,1.001,1.001,1.001,0.00413132001116314
"115",8.99593952398152e-05,0.170014631244596,1,1.0658320958733,0.0460861217622868,0.0913838065777949,1.0522633336889,0.780486750870616,1.001,1.001,1.001,0.00409378868022494
"116",8.99593952398152e-05,0.170014631244596,1,1.0658320958733,0.0460861217622868,0.0913838065777949,1.0522633336889,0.780486750870616,1.001,1.001,1.001,0.00409378868022494
"117",8.99593952398152e-05,0.170014631244596,1,1.0658320958733,0.0460861217622868,0.0913838065777949,1.0522633336889,0.780486750870616,1.001,1.001,1.001,0.00409378868022494
"118",8.99593952398152e-05,0.170014631244596,1,1.0658320958733,0.0460861217622868,0.0913838065777949,1.0522633336889,0.780486750870616,1.001,1.001,1.001,0.00409378868022494
"119",8.8845423460864e-05,0.164608388353751,1,1.05767983510687,0.04608324116973,0.0906910746434073,1.03010152487852,0.804899642606061,1.001,1.001,1.001,0.00420941278842954
"120",8.93452356173052e-05,0.169347832757938,1,1.07155074870599,0.045956722255308,0.0891812777379694,1.05035717273314,0.804414316993352,1.001,1.001,1.001,0.0042060936051701
"121",8.93452356173052e-05,0.169347832757938,1,1.07155074870599,0.045956722255308,0.0891812777379694,1.05035717273314,0.804414316993352,1.001,1.001,1.001,0.0042060936051701
"122",8.93452356173052e-05,0.169347832757938,1,1.07155074870599,0.045956722255308,0.0891812777379694,1.05035717273314,0.804414316993352,1.001,1.001,1.001,0.0042060936051701
"123",8.93452356173052e-05,0.169347832757938,1,1.07155074870599,0.045956722255308,0.0891812777379694,1.05035717273314,0.804414316993352,1.001,1.001,1.001,0.0042060936051701
"124",8.93452356173052e-05,0.169347832757938,1,1.07155074870599,0.045956722255308,0.0891812777379694,1.05035717273314,0.804414316993352,1.001,1.001,1.001,0.0042060936051701
"125",8.93452356173052e-05,0.169347832757938,1,1.07155074870599,0.045956722255308,0.0891812777379694,1.05035717273314,0.804414316993352,1.001,1.001,1.001,0.0042060936051701
"126",8.85025404630783e-05,0.170321393484605,1,1.07413545915682,0.0466385202104398,0.0912991892189436,1.04644912334986,0.778042720545339,1.001,1.001,1.001,0.00427660416063027
"127",8.74849819571286e-05,0.168809389218866,1,1.08971861322303,0.0458097450592517,0.0901921130474795,1.02395862585984,0.772065407521115,1.001,1.001,1.001,0.00423661746865123
"128",8.66940308653714e-05,0.172807665417978,1,1.11235704772653,0.0456934197526693,0.0922265991770133,1.0512524270424,0.768466414366972,1.001,1.001,1.001,0.00426524333239292
"129",8.90631501248133e-05,0.173306613363444,1,1.11323110462517,0.0468944310570706,0.0912144867053205,1.0373932326238,0.759975208015538,1.001,1.001,1.00471257168717,0.00421022703137225
"130",8.90631501248133e-05,0.173306613363444,1,1.11323110462517,0.0468944310570706,0.0912144867053205,1.0373932326238,0.759975208015538,1.001,1.001,1.00471257168717,0.00421022703137225
"131",8.85928438195278e-05,0.171476721979379,1,1.12002587809296,0.0461876130561558,0.0904748312471249,1.03236145570515,0.752444240968934,1.001,1.001,1.00678924180342,0.00419601989826511
"132",8.85928438195278e-05,0.171476721979379,1,1.12002587809296,0.0461876130561558,0.0904748312471249,1.03236145570515,0.752444240968934,1.001,1.001,1.00678924180342,0.00419601989826511
"133",8.99307875062273e-05,0.1742956021529,1,1.11997789039746,0.0462889714333923,0.0928982150868737,1.06301511443862,0.747623304527083,1.001,1.001,1.00786235181737,0.00419412229009204
"134",8.84305491156403e-05,0.170706526405882,1,1.09351370131674,0.0448268102844015,0.092707098640495,1.0480383666587,0.744800987052376,1.001,1.001,1.001,0.00429938062672217
"135",8.84305491156403e-05,0.170706526405882,1,1.09351370131674,0.0448268102844015,0.092707098640495,1.0480383666587,0.744800987052376,1.001,1.001,1.001,0.00429938062672217
"136",8.84305491156403e-05,0.170706526405882,1,1.09351370131674,0.0448268102844015,0.092707098640495,1.0480383666587,0.744800987052376,1.001,1.001,1.001,0.00429938062672217
"137",8.72719508605033e-05,0.172977398058345,1,1.08384082247887,0.0440971113112324,0.0951639423763505,1.03768579053608,0.750853344284259,1.001,1.001,1.001,0.00432918090754802
"138",8.72719508605033e-05,0.172977398058345,1,1.08384082247887,0.0440971113112324,0.0951639423763505,1.03768579053608,0.750853344284259,1.001,1.001,1.001,0.00432918090754802
"139",8.72719508605033e-05,0.172977398058345,1,1.08384082247887,0.0440971113112324,0.0951639423763505,1.03768579053608,0.750853344284259,1.001,1.001,1.001,0.00432918090754802
"140",9.03675775286085e-05,0.175979999879527,1,1.06916523787849,0.0442649818126938,0.0961441161721852,1.06948650245956,0.7372796498033,1.001,1.00811792478168,1.001,0.00420794710101508
"141",9.03675775286085e-05,0.175979999879527,1,1.06916523787849,0.0442649818126938,0.0961441161721852,1.06948650245956,0.7372796498033,1.001,1.00811792478168,1.001,0.00420794710101508
"142",9.03675775286085e-05,0.175979999879527,1,1.06916523787849,0.0442649818126938,0.0961441161721852,1.06948650245956,0.7372796498033,1.001,1.00811792478168,1.001,0.00420794710101508
"143",8.72109603598974e-05,0.172644971678521,1,1.10602198248988,0.0445646847822788,0.0937238731270415,1.06812852670537,0.770776657810078,1.001,1.001,1.001,0.00420349894092365
"144",8.53806874519343e-05,0.172320120896538,1,1.12518904101752,0.0445446044366415,0.0949672994791864,1.09295373424098,0.770888790341098,1.001,1.001,1.03710893316274,0.0044177649016427
"145",8.68962212876276e-05,0.174456603973951,1,1.13477229514936,0.0431383641277919,0.0952076060772636,1.08170224586744,0.776204109378972,1.001,1.001,1.00579345031822,0.00438333010963574
"146",8.68962212876276e-05,0.174456603973951,1,1.13477229514936,0.0431383641277919,0.0952076060772636,1.08170224586744,0.776204109378972,1.001,1.001,1.00579345031822,0.00438333010963574
"147",8.68962212876276e-05,0.174456603973951,1,1.13477229514936,0.0431383641277919,0.0952076060772636,1.08170224586744,0.776204109378972,1.001,1.001,1.00579345031822,0.00438333010963574
"148",8.68962212876276e-05,0.174456603973951,1,1.13477229514936,0.0431383641277919,0.0952076060772636,1.08170224586744,0.776204109378972,1.001,1.001,1.00579345031822,0.00438333010963574
"149",8.53992825029955e-05,0.179779676133752,1,1.18972009427,0.0435698755281171,0.0948153726806828,1.06619425505478,0.799294337472484,1.001,1.001,1.01100209543774,0.00438749199736586
"150",8.44759365395973e-05,0.178034622213528,1,1.16595605008399,0.0431231165719883,0.0936100852234737,1.06066153051013,0.79481079945417,1.00300821136947,1.001,1.01065438944012,0.00427684533887653
"151",8.6984168164212e-05,0.181037852750321,1,1.14180038593679,0.0426559445528172,0.0912822945470415,1.01858462325895,0.782858238847885,1.001,1.001,1.001,0.00415754930052689
